key,status,merged_into_gene_id
A0A803LLR2,truly_missing,
A0A803LLR7,truly_missing,
A0A803LLR8,truly_missing,
A0A803LLS0,truly_missing,
A0A803LLU0,truly_missing,
A0A803LLU9,truly_missing,
A0A803LLW2,truly_missing,
A0A803LLY7,truly_missing,
A0A803LLZ2,truly_missing,
A0A803LLZ4,truly_missing,
A0A803LLZ8,truly_missing,
A0A803LM05,truly_missing,
A0A803LM10,truly_missing,
A0A803LM13,truly_missing,
A0A803LM20,truly_missing,
A0A803LM26,truly_missing,
A0A803LM27,truly_missing,
A0A803LM29,truly_missing,
A0A803LM38,truly_missing,
A0A803LM43,truly_missing,
A0A803LM44,truly_missing,
A0A803LM46,truly_missing,
A0A803LM48,truly_missing,
A0A803LM51,truly_missing,
A0A803LM61,truly_missing,
A0A803LM65,truly_missing,
A0A803LM66,truly_missing,
A0A803LM67,truly_missing,
A0A803LM77,truly_missing,
A0A803LM85,truly_missing,
A0A803LM94,truly_missing,
A0A803LMB7,truly_missing,
A0A803LMC3,truly_missing,
A0A803LMD8,truly_missing,
A0A803LMF2,truly_missing,
A0A803LMF3,truly_missing,
A0A803LMG1,truly_missing,
A0A803LMG3,truly_missing,
A0A803LMG8,truly_missing,
A0A803LMG9,truly_missing,
A0A803LMH2,truly_missing,
A0A803LMH5,truly_missing,
A0A803LMI3,truly_missing,
A0A803LMI9,truly_missing,
A0A803LMK3,truly_missing,
A0A803LMK7,truly_missing,
A0A803LMK9,truly_missing,
A0A803LML0,truly_missing,
A0A803LML1,truly_missing,
A0A803LMN3,truly_missing,
A0A803LMP6,truly_missing,
A0A803LMQ7,truly_missing,
A0A803LMQ9,truly_missing,
A0A803LMT3,truly_missing,
A0A803LMT5,truly_missing,
A0A803LMT6,truly_missing,
A0A803LMT9,truly_missing,
A0A803LMV2,truly_missing,
A0A803LMW8,truly_missing,
A0A803LMW9,merged_as_alt_id,GeneID:110703064
A0A803LMX4,truly_missing,
A0A803LMX5,truly_missing,
A0A803LMX6,merged_as_alt_id,GeneID:110703070
A0A803LMX8,merged_as_alt_id,GeneID:110703072
A0A803LMZ2,truly_missing,
A0A803LMZ3,truly_missing,
A0A803LN04,truly_missing,
A0A803LN05,truly_missing,
A0A803LN14,truly_missing,
A0A803LN16,truly_missing,
A0A803LN24,truly_missing,
A0A803LN34,truly_missing,
A0A803LN46,truly_missing,
A0A803LN52,truly_missing,
A0A803LN53,truly_missing,
A0A803LN71,merged_as_alt_id,GeneID:110703098
A0A803LN72,truly_missing,
A0A803LN73,truly_missing,
A0A803LN75,truly_missing,
A0A803LN91,truly_missing,
A0A803LN92,truly_missing,
A0A803LNA6,truly_missing,
A0A803LNB1,truly_missing,
A0A803LNB2,truly_missing,
A0A803LNC4,truly_missing,
A0A803LNC5,truly_missing,
A0A803LND0,truly_missing,
A0A803LND3,truly_missing,
A0A803LNF2,truly_missing,
A0A803LNG1,truly_missing,
A0A803LNI1,truly_missing,
A0A803LNI4,truly_missing,
A0A803LNI5,truly_missing,
A0A803LNI7,truly_missing,
A0A803LNI8,truly_missing,
A0A803LNJ6,truly_missing,
A0A803LNJ7,truly_missing,
A0A803LNK5,truly_missing,
A0A803LNL0,truly_missing,
A0A803LNL5,truly_missing,
A0A803LNM3,truly_missing,
A0A803LNM5,truly_missing,
A0A803LNM6,truly_missing,
A0A803LNP0,truly_missing,
A0A803LNP8,truly_missing,
A0A803LNQ7,truly_missing,
A0A803LNR7,truly_missing,
A0A803LNS7,truly_missing,
A0A803LNU8,truly_missing,
A0A803LNV2,truly_missing,
A0A803LNV5,truly_missing,
A0A803LNW0,truly_missing,
A0A803LP04,truly_missing,
A0A803LP08,truly_missing,
A0A803LP10,truly_missing,
A0A803LP11,truly_missing,
A0A803LP12,truly_missing,
A0A803LP13,truly_missing,
A0A803LP14,truly_missing,
A0A803LP16,truly_missing,
A0A803LP17,truly_missing,
A0A803LP19,truly_missing,
A0A803LP25,truly_missing,
A0A803LP37,truly_missing,
A0A803LP48,truly_missing,
A0A803LP56,truly_missing,
A0A803LP60,truly_missing,
A0A803LP65,truly_missing,
A0A803LP71,truly_missing,
A0A803LP73,truly_missing,
A0A803LP97,truly_missing,
A0A803LPA4,truly_missing,
A0A803LPA7,truly_missing,
A0A803LPA9,truly_missing,
A0A803LPB5,truly_missing,
A0A803LPB6,truly_missing,
A0A803LPC1,truly_missing,
A0A803LPC2,truly_missing,
A0A803LPC6,truly_missing,
A0A803LPD6,truly_missing,
A0A803LPE2,truly_missing,
A0A803LPK6,truly_missing,
A0A803LPK7,truly_missing,
A0A803LPL4,truly_missing,
A0A803LPL8,truly_missing,
A0A803LPN3,truly_missing,
A0A803LPP0,truly_missing,
A0A803LPP3,truly_missing,
A0A803LPP4,truly_missing,
A0A803LPQ2,truly_missing,
A0A803LPQ4,truly_missing,
A0A803LPR7,truly_missing,
A0A803LPR8,truly_missing,
A0A803LPS0,truly_missing,
A0A803LPS4,truly_missing,
A0A803LPT1,truly_missing,
A0A803LPT2,truly_missing,
A0A803LPT8,truly_missing,
A0A803LPU7,truly_missing,
A0A803LPV3,truly_missing,
A0A803LPV9,truly_missing,
A0A803LPW0,truly_missing,
A0A803LPY3,truly_missing,
A0A803LPZ1,truly_missing,
A0A803LPZ4,truly_missing,
A0A803LPZ5,truly_missing,
A0A803LPZ6,truly_missing,
A0A803LPZ7,truly_missing,
A0A803LPZ8,truly_missing,
A0A803LQ05,truly_missing,
A0A803LQ07,truly_missing,
A0A803LQ09,truly_missing,
A0A803LQ11,truly_missing,
A0A803LQ22,truly_missing,
A0A803LQ24,truly_missing,
A0A803LQ27,truly_missing,
A0A803LQ29,truly_missing,
A0A803LQ34,truly_missing,
A0A803LQ39,truly_missing,
A0A803LQ43,truly_missing,
A0A803LQ46,truly_missing,
A0A803LQ49,truly_missing,
A0A803LQ57,truly_missing,
A0A803LQ59,truly_missing,
A0A803LQ63,truly_missing,
A0A803LQ78,truly_missing,
A0A803LQ80,truly_missing,
A0A803LQ90,truly_missing,
A0A803LQ91,truly_missing,
A0A803LQA9,truly_missing,
A0A803LQB3,truly_missing,
A0A803LQB9,truly_missing,
A0A803LQC2,truly_missing,
A0A803LQC7,truly_missing,
A0A803LQD0,truly_missing,
A0A803LQD8,truly_missing,
A0A803LQD9,truly_missing,
A0A803LQF6,truly_missing,
A0A803LQG9,truly_missing,
A0A803LQH0,truly_missing,
A0A803LQH7,truly_missing,
A0A803LQJ0,truly_missing,
A0A803LQJ3,merged_as_alt_id,GeneID:110702273
A0A803LQJ6,truly_missing,
A0A803LQJ9,truly_missing,
A0A803LQK7,truly_missing,
A0A803LQL7,truly_missing,
A0A803LQL8,truly_missing,
A0A803LQM1,truly_missing,
A0A803LQM5,truly_missing,
A0A803LQM7,truly_missing,
A0A803LQN2,truly_missing,
A0A803LQP2,truly_missing,
A0A803LQP4,truly_missing,
A0A803LQP6,truly_missing,
A0A803LQQ5,truly_missing,
A0A803LQS2,truly_missing,
A0A803LQT0,truly_missing,
A0A803LQU7,truly_missing,
A0A803LQU9,truly_missing,
A0A803LQW6,truly_missing,
A0A803LQX0,truly_missing,
A0A803LQX2,truly_missing,
A0A803LQX5,truly_missing,
A0A803LQY1,truly_missing,
A0A803LQY7,truly_missing,
A0A803LR02,truly_missing,
A0A803LR18,truly_missing,
A0A803LR19,truly_missing,
A0A803LR27,truly_missing,
A0A803LR34,truly_missing,
A0A803LR35,truly_missing,
A0A803LR48,truly_missing,
A0A803LR49,truly_missing,
A0A803LR58,truly_missing,
A0A803LR77,truly_missing,
A0A803LR83,truly_missing,
A0A803LR85,truly_missing,
A0A803LR94,truly_missing,
A0A803LRA0,truly_missing,
A0A803LRA9,truly_missing,
A0A803LRB7,truly_missing,
A0A803LRC0,truly_missing,
A0A803LRD2,truly_missing,
A0A803LRD3,truly_missing,
A0A803LRD9,truly_missing,
A0A803LRE9,truly_missing,
A0A803LRF5,truly_missing,
A0A803LRF7,truly_missing,
A0A803LRF8,truly_missing,
A0A803LRG7,truly_missing,
A0A803LRJ1,truly_missing,
A0A803LRJ5,truly_missing,
A0A803LRJ6,truly_missing,
A0A803LRJ7,truly_missing,
A0A803LRK0,truly_missing,
A0A803LRK5,truly_missing,
A0A803LRN1,truly_missing,
A0A803LRN4,truly_missing,
A0A803LRN5,truly_missing,
A0A803LRP7,truly_missing,
A0A803LRP8,truly_missing,
A0A803LRP9,truly_missing,
A0A803LRQ0,truly_missing,
A0A803LRQ9,truly_missing,
A0A803LRR6,truly_missing,
A0A803LRS0,truly_missing,
A0A803LRV7,truly_missing,
A0A803LRV9,truly_missing,
A0A803LRX6,truly_missing,
A0A803LRZ3,truly_missing,
A0A803LS14,truly_missing,
A0A803LS16,truly_missing,
A0A803LS17,truly_missing,
A0A803LS23,truly_missing,
A0A803LS27,truly_missing,
A0A803LS35,truly_missing,
A0A803LS41,truly_missing,
A0A803LS50,truly_missing,
A0A803LS52,truly_missing,
A0A803LS53,truly_missing,
A0A803LS60,truly_missing,
A0A803LS61,truly_missing,
A0A803LS63,truly_missing,
A0A803LS65,truly_missing,
A0A803LS67,truly_missing,
A0A803LS68,truly_missing,
A0A803LS76,truly_missing,
A0A803LS93,truly_missing,
A0A803LSA0,truly_missing,
A0A803LSA6,truly_missing,
A0A803LSA9,truly_missing,
A0A803LSB3,truly_missing,
A0A803LSB7,truly_missing,
A0A803LSC1,truly_missing,
A0A803LSC9,truly_missing,
A0A803LSD2,truly_missing,
A0A803LSD3,truly_missing,
A0A803LSD7,truly_missing,
A0A803LSE6,truly_missing,
A0A803LSG0,truly_missing,
A0A803LSG6,truly_missing,
A0A803LSG7,truly_missing,
A0A803LSH2,truly_missing,
A0A803LSI1,truly_missing,
A0A803LSI3,truly_missing,
A0A803LSJ2,truly_missing,
A0A803LSJ4,truly_missing,
A0A803LSJ5,truly_missing,
A0A803LSK7,truly_missing,
A0A803LSL0,truly_missing,
A0A803LSL1,truly_missing,
A0A803LSL6,truly_missing,
A0A803LSM1,truly_missing,
A0A803LSM2,truly_missing,
A0A803LSM3,truly_missing,
A0A803LSM6,truly_missing,
A0A803LSM9,truly_missing,
A0A803LSP7,truly_missing,
A0A803LSQ0,truly_missing,
A0A803LSQ4,truly_missing,
A0A803LSR2,truly_missing,
A0A803LSR3,truly_missing,
A0A803LSR5,truly_missing,
A0A803LSR9,truly_missing,
A0A803LSS2,truly_missing,
A0A803LSS3,truly_missing,
A0A803LSS4,truly_missing,
A0A803LSS5,truly_missing,
A0A803LSS6,truly_missing,
A0A803LSS7,truly_missing,
A0A803LSS8,truly_missing,
A0A803LST1,truly_missing,
A0A803LST6,truly_missing,
A0A803LST7,truly_missing,
A0A803LST8,truly_missing,
A0A803LST9,truly_missing,
A0A803LSU0,truly_missing,
A0A803LSU1,truly_missing,
A0A803LSU4,truly_missing,
A0A803LSU8,truly_missing,
A0A803LSV4,truly_missing,
A0A803LSW7,truly_missing,
A0A803LSW9,truly_missing,
A0A803LSX6,truly_missing,
A0A803LSX8,truly_missing,
A0A803LSY8,truly_missing,
A0A803LSZ4,truly_missing,
A0A803LSZ5,truly_missing,
A0A803LSZ7,truly_missing,
A0A803LT00,truly_missing,
A0A803LT06,truly_missing,
A0A803LT07,truly_missing,
A0A803LT15,truly_missing,
A0A803LT27,truly_missing,
A0A803LT28,truly_missing,
A0A803LT30,truly_missing,
A0A803LT34,truly_missing,
A0A803LT39,truly_missing,
A0A803LT41,truly_missing,
A0A803LT43,truly_missing,
A0A803LT45,truly_missing,
A0A803LT46,truly_missing,
A0A803LT48,truly_missing,
A0A803LT50,truly_missing,
A0A803LT54,truly_missing,
A0A803LT57,truly_missing,
A0A803LT65,truly_missing,
A0A803LT73,truly_missing,
A0A803LT82,truly_missing,
A0A803LT88,truly_missing,
A0A803LT94,truly_missing,
A0A803LT95,truly_missing,
A0A803LT97,truly_missing,
A0A803LT98,truly_missing,
A0A803LT99,truly_missing,
A0A803LTA2,truly_missing,
A0A803LTA6,truly_missing,
A0A803LTB5,truly_missing,
A0A803LTB9,truly_missing,
A0A803LTC4,truly_missing,
A0A803LTD1,truly_missing,
A0A803LTD7,truly_missing,
A0A803LTE0,truly_missing,
A0A803LTE3,truly_missing,
A0A803LTE9,truly_missing,
A0A803LTF4,truly_missing,
A0A803LTF9,truly_missing,
A0A803LTG1,truly_missing,
A0A803LTH1,truly_missing,
A0A803LTH2,truly_missing,
A0A803LTH4,truly_missing,
A0A803LTH5,truly_missing,
A0A803LTH8,truly_missing,
A0A803LTI0,truly_missing,
A0A803LTI1,truly_missing,
A0A803LTI2,truly_missing,
A0A803LTI3,truly_missing,
A0A803LTI4,truly_missing,
A0A803LTI8,truly_missing,
A0A803LTI9,truly_missing,
A0A803LTJ0,truly_missing,
A0A803LTJ1,truly_missing,
A0A803LTJ3,truly_missing,
A0A803LTK0,truly_missing,
A0A803LTK2,truly_missing,
A0A803LTK3,truly_missing,
A0A803LTK6,truly_missing,
A0A803LTK9,truly_missing,
A0A803LTL1,truly_missing,
A0A803LTL4,truly_missing,
A0A803LTM7,truly_missing,
A0A803LTN1,truly_missing,
A0A803LTN2,truly_missing,
A0A803LTN6,truly_missing,
A0A803LTQ3,truly_missing,
A0A803LTQ7,truly_missing,
A0A803LTQ8,truly_missing,
A0A803LTQ9,truly_missing,
A0A803LTR0,truly_missing,
A0A803LTR7,truly_missing,
A0A803LTR9,truly_missing,
A0A803LTS9,truly_missing,
A0A803LTT1,truly_missing,
A0A803LTT3,truly_missing,
A0A803LTT7,truly_missing,
A0A803LTU2,truly_missing,
A0A803LTV0,truly_missing,
A0A803LTV9,truly_missing,
A0A803LTW0,truly_missing,
A0A803LTX5,truly_missing,
A0A803LTX8,truly_missing,
A0A803LTY0,truly_missing,
A0A803LTY6,truly_missing,
A0A803LU00,truly_missing,
A0A803LU07,truly_missing,
A0A803LU08,truly_missing,
A0A803LU13,truly_missing,
A0A803LU19,truly_missing,
A0A803LU26,truly_missing,
A0A803LU29,truly_missing,
A0A803LU30,truly_missing,
A0A803LU31,truly_missing,
A0A803LU33,truly_missing,
A0A803LU65,truly_missing,
A0A803LU67,truly_missing,
A0A803LU70,truly_missing,
A0A803LU76,truly_missing,
A0A803LU78,truly_missing,
A0A803LU91,truly_missing,
A0A803LU92,truly_missing,
A0A803LU98,truly_missing,
A0A803LUA5,truly_missing,
A0A803LUA6,truly_missing,
A0A803LUA8,truly_missing,
A0A803LUB0,truly_missing,
A0A803LUB1,truly_missing,
A0A803LUB2,truly_missing,
A0A803LUB4,truly_missing,
A0A803LUC2,truly_missing,
A0A803LUC8,truly_missing,
A0A803LUD2,truly_missing,
A0A803LUF1,truly_missing,
A0A803LUF7,truly_missing,
A0A803LUG0,truly_missing,
A0A803LUH1,truly_missing,
A0A803LUH4,truly_missing,
A0A803LUH7,truly_missing,
A0A803LUI0,truly_missing,
A0A803LUI4,truly_missing,
A0A803LUK0,truly_missing,
A0A803LUK1,truly_missing,
A0A803LUK8,truly_missing,
A0A803LUL0,truly_missing,
A0A803LUL1,truly_missing,
A0A803LUL2,truly_missing,
A0A803LUL3,truly_missing,
A0A803LUL4,truly_missing,
A0A803LUM3,truly_missing,
A0A803LUN4,truly_missing,
A0A803LUN9,truly_missing,
A0A803LUP0,truly_missing,
A0A803LUP1,truly_missing,
A0A803LUP3,truly_missing,
A0A803LUP4,truly_missing,
A0A803LUP9,truly_missing,
A0A803LUQ0,truly_missing,
A0A803LUQ1,truly_missing,
A0A803LUQ2,truly_missing,
A0A803LUQ9,truly_missing,
A0A803LUR9,truly_missing,
A0A803LUS0,truly_missing,
A0A803LUS2,truly_missing,
A0A803LUS4,truly_missing,
A0A803LUT7,truly_missing,
A0A803LUU1,truly_missing,
A0A803LUV7,truly_missing,
A0A803LUW6,truly_missing,
A0A803LUW7,truly_missing,
A0A803LUY7,truly_missing,
A0A803LUZ6,truly_missing,
A0A803LV00,truly_missing,
A0A803LV03,truly_missing,
A0A803LV04,truly_missing,
A0A803LV07,truly_missing,
A0A803LV20,truly_missing,
A0A803LV22,truly_missing,
A0A803LV23,truly_missing,
A0A803LV39,truly_missing,
A0A803LV44,truly_missing,
A0A803LV47,truly_missing,
A0A803LV50,truly_missing,
A0A803LV54,truly_missing,
A0A803LV71,truly_missing,
A0A803LV80,truly_missing,
A0A803LV81,truly_missing,
A0A803LV83,truly_missing,
A0A803LV99,truly_missing,
A0A803LVA0,truly_missing,
A0A803LVB2,truly_missing,
A0A803LVB3,truly_missing,
A0A803LVB6,truly_missing,
A0A803LVC4,truly_missing,
A0A803LVC6,truly_missing,
A0A803LVC7,truly_missing,
A0A803LVC9,truly_missing,
A0A803LVD0,truly_missing,
A0A803LVD3,truly_missing,
A0A803LVE5,truly_missing,
A0A803LVF4,truly_missing,
A0A803LVF8,truly_missing,
A0A803LVG3,truly_missing,
A0A803LVH0,truly_missing,
A0A803LVH8,truly_missing,
A0A803LVI1,truly_missing,
A0A803LVI3,truly_missing,
A0A803LVI5,truly_missing,
A0A803LVJ3,truly_missing,
A0A803LVJ5,truly_missing,
A0A803LVK1,truly_missing,
A0A803LVK3,truly_missing,
A0A803LVK4,truly_missing,
A0A803LVK5,truly_missing,
A0A803LVK7,truly_missing,
A0A803LVL0,truly_missing,
A0A803LVL2,truly_missing,
A0A803LVM4,truly_missing,
A0A803LVM7,truly_missing,
A0A803LVN0,truly_missing,
A0A803LVN6,truly_missing,
A0A803LVN7,truly_missing,
A0A803LVN9,truly_missing,
A0A803LVP0,truly_missing,
A0A803LVP8,truly_missing,
A0A803LVQ2,truly_missing,
A0A803LVR1,truly_missing,
A0A803LVT3,truly_missing,
A0A803LVT8,truly_missing,
A0A803LVT9,truly_missing,
A0A803LVU0,truly_missing,
A0A803LVU8,truly_missing,
A0A803LVV4,truly_missing,
A0A803LVV8,truly_missing,
A0A803LVW0,truly_missing,
A0A803LVW5,truly_missing,
A0A803LVX0,truly_missing,
A0A803LVX3,truly_missing,
A0A803LVX4,truly_missing,
A0A803LVX6,truly_missing,
A0A803LVY0,truly_missing,
A0A803LVY1,truly_missing,
A0A803LVZ0,truly_missing,
A0A803LVZ7,truly_missing,
A0A803LW01,truly_missing,
A0A803LW06,truly_missing,
A0A803LW08,truly_missing,
A0A803LW09,truly_missing,
A0A803LW36,truly_missing,
A0A803LW37,truly_missing,
A0A803LW43,truly_missing,
A0A803LW48,truly_missing,
A0A803LW58,truly_missing,
A0A803LW63,truly_missing,
A0A803LW71,truly_missing,
A0A803LW76,truly_missing,
A0A803LW77,truly_missing,
A0A803LW84,truly_missing,
A0A803LW87,truly_missing,
A0A803LW89,truly_missing,
A0A803LW99,truly_missing,
A0A803LWA4,truly_missing,
A0A803LWA5,truly_missing,
A0A803LWA8,truly_missing,
A0A803LWC7,truly_missing,
A0A803LWD4,truly_missing,
A0A803LWE2,truly_missing,
A0A803LWE4,truly_missing,
A0A803LWE5,truly_missing,
A0A803LWE7,truly_missing,
A0A803LWF7,truly_missing,
A0A803LWG8,truly_missing,
A0A803LWG9,truly_missing,
A0A803LWH6,truly_missing,
A0A803LWH8,truly_missing,
A0A803LWI9,truly_missing,
A0A803LWJ6,truly_missing,
A0A803LWJ7,truly_missing,
A0A803LWJ8,truly_missing,
A0A803LWK2,truly_missing,
A0A803LWK4,truly_missing,
A0A803LWK5,truly_missing,
A0A803LWL3,truly_missing,
A0A803LWM1,truly_missing,
A0A803LWN0,truly_missing,
A0A803LWN7,truly_missing,
A0A803LWP1,truly_missing,
A0A803LWP2,truly_missing,
A0A803LWP5,truly_missing,
A0A803LWR9,truly_missing,
A0A803LWS2,truly_missing,
A0A803LWS6,truly_missing,
A0A803LWT0,truly_missing,
A0A803LWT1,truly_missing,
A0A803LWT5,truly_missing,
A0A803LWT9,truly_missing,
A0A803LWV0,truly_missing,
A0A803LWW5,truly_missing,
A0A803LWW9,truly_missing,
A0A803LWX3,truly_missing,
A0A803LWX9,truly_missing,
A0A803LWY1,truly_missing,
A0A803LWY5,truly_missing,
A0A803LWY6,truly_missing,
A0A803LWZ1,truly_missing,
A0A803LWZ3,truly_missing,
A0A803LWZ4,truly_missing,
A0A803LWZ7,truly_missing,
A0A803LX01,truly_missing,
A0A803LX06,truly_missing,
A0A803LX07,truly_missing,
A0A803LX09,truly_missing,
A0A803LX16,truly_missing,
A0A803LX18,truly_missing,
A0A803LX22,truly_missing,
A0A803LX24,truly_missing,
A0A803LX26,truly_missing,
A0A803LX27,truly_missing,
A0A803LX28,truly_missing,
A0A803LX53,truly_missing,
A0A803LX54,truly_missing,
A0A803LX65,truly_missing,
A0A803LX77,truly_missing,
A0A803LX82,truly_missing,
A0A803LX84,truly_missing,
A0A803LX93,truly_missing,
A0A803LX95,truly_missing,
A0A803LXC2,truly_missing,
A0A803LXD3,truly_missing,
A0A803LXE1,truly_missing,
A0A803LXF1,truly_missing,
A0A803LXG1,truly_missing,
A0A803LXG4,truly_missing,
A0A803LXI2,truly_missing,
A0A803LXI3,truly_missing,
A0A803LXJ0,truly_missing,
A0A803LXJ3,truly_missing,
A0A803LXJ4,truly_missing,
A0A803LXJ6,truly_missing,
A0A803LXJ8,truly_missing,
A0A803LXK0,truly_missing,
A0A803LXM8,truly_missing,
A0A803LXN5,truly_missing,
A0A803LXN6,truly_missing,
A0A803LXP1,truly_missing,
A0A803LXP9,truly_missing,
A0A803LXQ2,truly_missing,
A0A803LXQ3,truly_missing,
A0A803LXQ4,truly_missing,
A0A803LXQ6,truly_missing,
A0A803LXQ7,truly_missing,
A0A803LXR5,truly_missing,
A0A803LXS1,truly_missing,
A0A803LXS2,truly_missing,
A0A803LXS3,truly_missing,
A0A803LXT4,truly_missing,
A0A803LXU6,truly_missing,
A0A803LXV9,truly_missing,
A0A803LXW0,truly_missing,
A0A803LXW1,truly_missing,
A0A803LXW5,truly_missing,
A0A803LXX1,truly_missing,
A0A803LXX3,truly_missing,
A0A803LXY5,truly_missing,
A0A803LXY7,truly_missing,
A0A803LXZ3,truly_missing,
A0A803LXZ4,truly_missing,
A0A803LXZ6,truly_missing,
A0A803LXZ8,truly_missing,
A0A803LY06,truly_missing,
A0A803LY13,truly_missing,
A0A803LY14,truly_missing,
A0A803LY15,truly_missing,
A0A803LY34,truly_missing,
A0A803LY44,truly_missing,
A0A803LY45,truly_missing,
A0A803LY46,truly_missing,
A0A803LY50,truly_missing,
A0A803LY52,truly_missing,
A0A803LY66,truly_missing,
A0A803LY67,truly_missing,
A0A803LY68,truly_missing,
A0A803LY71,truly_missing,
A0A803LY76,truly_missing,
A0A803LY81,truly_missing,
A0A803LY84,truly_missing,
A0A803LY99,truly_missing,
A0A803LYA5,truly_missing,
A0A803LYB9,truly_missing,
A0A803LYD0,truly_missing,
A0A803LYD2,truly_missing,
A0A803LYE6,truly_missing,
A0A803LYE7,truly_missing,
A0A803LYF1,truly_missing,
A0A803LYF7,truly_missing,
A0A803LYG2,truly_missing,
A0A803LYH6,truly_missing,
A0A803LYH7,truly_missing,
A0A803LYH9,truly_missing,
A0A803LYI1,truly_missing,
A0A803LYI3,truly_missing,
A0A803LYI5,truly_missing,
A0A803LYJ4,truly_missing,
A0A803LYJ5,truly_missing,
A0A803LYK1,truly_missing,
A0A803LYL6,truly_missing,
A0A803LYM3,truly_missing,
A0A803LYM7,truly_missing,
A0A803LYN1,truly_missing,
A0A803LYN2,truly_missing,
A0A803LYN6,truly_missing,
A0A803LYN9,truly_missing,
A0A803LYP1,truly_missing,
A0A803LYP3,truly_missing,
A0A803LYP8,truly_missing,
A0A803LYQ0,truly_missing,
A0A803LYQ4,truly_missing,
A0A803LYR2,truly_missing,
A0A803LYR8,truly_missing,
A0A803LYS1,truly_missing,
A0A803LYS7,truly_missing,
A0A803LYS8,truly_missing,
A0A803LYT1,truly_missing,
A0A803LYT7,truly_missing,
A0A803LYU3,truly_missing,
A0A803LYU4,truly_missing,
A0A803LYU9,truly_missing,
A0A803LYV0,truly_missing,
A0A803LYV3,truly_missing,
A0A803LYV8,truly_missing,
A0A803LYW2,truly_missing,
A0A803LYW9,truly_missing,
A0A803LYX7,truly_missing,
A0A803LYY2,truly_missing,
A0A803LYY3,truly_missing,
A0A803LYY6,truly_missing,
A0A803LYY9,truly_missing,
A0A803LYZ3,truly_missing,
A0A803LYZ8,truly_missing,
A0A803LZ01,truly_missing,
A0A803LZ12,truly_missing,
A0A803LZ14,truly_missing,
A0A803LZ21,truly_missing,
A0A803LZ23,truly_missing,
A0A803LZ27,truly_missing,
A0A803LZ31,truly_missing,
A0A803LZ35,truly_missing,
A0A803LZ36,truly_missing,
A0A803LZ38,truly_missing,
A0A803LZ40,truly_missing,
A0A803LZ42,truly_missing,
A0A803LZ50,truly_missing,
A0A803LZ52,truly_missing,
A0A803LZ56,truly_missing,
A0A803LZ57,truly_missing,
A0A803LZ91,truly_missing,
A0A803LZA5,truly_missing,
A0A803LZB4,truly_missing,
A0A803LZD5,truly_missing,
A0A803LZD9,truly_missing,
A0A803LZE5,truly_missing,
A0A803LZF5,truly_missing,
A0A803LZG2,truly_missing,
A0A803LZG3,truly_missing,
A0A803LZG5,truly_missing,
A0A803LZG8,truly_missing,
A0A803LZH1,truly_missing,
A0A803LZH2,truly_missing,
A0A803LZH6,truly_missing,
A0A803LZH9,truly_missing,
A0A803LZI1,truly_missing,
A0A803LZI2,truly_missing,
A0A803LZI3,truly_missing,
A0A803LZI8,truly_missing,
A0A803LZI9,truly_missing,
A0A803LZJ0,truly_missing,
A0A803LZJ1,truly_missing,
A0A803LZJ2,truly_missing,
A0A803LZJ6,truly_missing,
A0A803LZK0,truly_missing,
A0A803LZK2,truly_missing,
A0A803LZK3,truly_missing,
A0A803LZL3,truly_missing,
A0A803LZL6,truly_missing,
A0A803LZM1,truly_missing,
A0A803LZM2,truly_missing,
A0A803LZM7,truly_missing,
A0A803LZN2,truly_missing,
A0A803LZN3,truly_missing,
A0A803LZN8,truly_missing,
A0A803LZQ4,truly_missing,
A0A803LZR7,truly_missing,
A0A803LZS2,truly_missing,
A0A803LZS3,truly_missing,
A0A803LZS7,truly_missing,
A0A803LZT3,truly_missing,
A0A803LZT6,truly_missing,
A0A803LZU0,truly_missing,
A0A803LZU1,truly_missing,
A0A803LZU3,truly_missing,
A0A803LZU4,truly_missing,
A0A803LZV0,truly_missing,
A0A803LZV7,truly_missing,
A0A803LZV8,truly_missing,
A0A803LZX2,truly_missing,
A0A803LZX4,truly_missing,
A0A803LZY2,truly_missing,
A0A803LZY6,truly_missing,
A0A803LZY9,truly_missing,
A0A803LZZ8,truly_missing,
A0A803M001,truly_missing,
A0A803M002,truly_missing,
A0A803M003,truly_missing,
A0A803M005,truly_missing,
A0A803M014,truly_missing,
A0A803M015,truly_missing,
A0A803M017,truly_missing,
A0A803M018,truly_missing,
A0A803M019,truly_missing,
A0A803M022,truly_missing,
A0A803M026,truly_missing,
A0A803M029,truly_missing,
A0A803M033,truly_missing,
A0A803M036,truly_missing,
A0A803M045,truly_missing,
A0A803M046,truly_missing,
A0A803M048,truly_missing,
A0A803M050,truly_missing,
A0A803M058,truly_missing,
A0A803M079,truly_missing,
A0A803M082,truly_missing,
A0A803M085,truly_missing,
A0A803M089,truly_missing,
A0A803M090,truly_missing,
A0A803M0A1,truly_missing,
A0A803M0A3,truly_missing,
A0A803M0A9,truly_missing,
A0A803M0B1,truly_missing,
A0A803M0D0,truly_missing,
A0A803M0D9,truly_missing,
A0A803M0G2,truly_missing,
A0A803M0G4,truly_missing,
A0A803M0G5,truly_missing,
A0A803M0G9,truly_missing,
A0A803M0H2,truly_missing,
A0A803M0H3,truly_missing,
A0A803M0H6,truly_missing,
A0A803M0H8,truly_missing,
A0A803M0I5,truly_missing,
A0A803M0I8,truly_missing,
A0A803M0I9,truly_missing,
